-0.030905908	0.0029554537	-0.029518766	-0.039478566	0.072223276	-0.0034688136	0.041837286	0.0370453	0.030664755	-0.058246065	-0.017562216	-0.027717171	0.00605598	0.008559985	-0.015977722	-0.048132494
-0.05346471	0.16693814	-0.13889062	0.044858534	-0.010983593	0.005515599	0.16919091	-0.12518106	0.039902236	-0.20342371	-0.09588642	-0.116745986	-0.054064706	-0.16233875	0.029404739	-0.11616471
-0.07455684	0.2088466	-0.15612176	0.06891151	-0.015941361	-0.010249424	0.25638443	-0.09512841	0.115015775	-0.27685517	-0.17300966	-0.13440306	-0.14106998	-0.1704825	0.05815073	-0.17750253
0.4059074	-0.39564073	0.5076597	-0.31709972	0.2832939	0.2572679	-0.5655187	0.38289756	-0.26325956	0.56979287	0.52112734	0.517935	0.35983923	0.50603944	-0.3657501	0.46203676
0.07028249	0.009471103	0.03941168	-0.07188381	0.08719558	0.03553576	-0.030589215	-0.038847245	-0.023506058	-0.0007465582	-0.0033677607	0.032405067	-0.013056289	0.04253211	0.008107234	0.06405632
-0.013248866	0.032045897	-0.03156536	0.09293408	-0.051169697	-0.01848313	0.073034726	-0.037765495	0.0075678485	-0.09341463	-0.080731235	-0.0891005	-0.0059095537	-0.088837594	0.05667856	-0.04755007
0.40029517	-0.35610768	0.40990418	-0.3352817	0.33126146	0.31820735	-0.44131452	0.36704844	-0.3127609	0.5499914	0.56873393	0.42323098	0.4042275	0.46552908	-0.38641205	0.48228595
-0.058701202	0.04243042	-0.035188477	0.045444824	0.02635767	-0.046327796	0.07658182	-0.028258441	0.003116806	-0.07921993	-0.07828723	-0.06485427	-0.03652151	-0.017724376	0.05342854	-0.07543358
0.29976398	-0.25744843	0.38693714	-0.23044024	0.2893793	0.30236772	-0.37142712	0.3249393	-0.17977071	0.38851336	0.44731775	0.3273234	0.25726584	0.40609115	-0.24672753	0.41178483
0.0049476116	0.029010382	-0.016296001	0.019685159	-0.0026614435	0.07014331	-0.026941458	0.05243014	-0.043159995	-0.06892612	-0.02515865	-0.017224863	0.018871406	-0.045090005	0.0087627275	0.030259134
0.34200686	-0.32830447	0.3918655	-0.30405435	0.33981547	0.34359172	-0.47739694	0.3520469	-0.29928407	0.47442648	0.5532381	0.38997707	0.36681128	0.40311745	-0.34075227	0.50581855
-0.009057473	0.052773036	-0.09333646	0.015919438	-0.04506193	-0.00041381633	0.084315896	-0.06655402	0.059154402	-0.12525867	-0.12079512	-0.04878427	-0.061613936	-0.062032383	0.034820545	-0.12607895
0.2177894	-0.25078857	0.23542558	-0.15009968	0.18168311	0.068454616	-0.3011606	0.18580894	-0.116009936	0.33181167	0.3023349	0.2848887	0.18173589	0.2816688	-0.15911701	0.26399392
-0.23151398	0.31146163	-0.34054956	0.19637066	-0.15252125	-0.13876265	0.4225286	-0.24047348	0.16479655	-0.4173289	-0.41267267	-0.3468495	-0.20638317	-0.334768	0.20279469	-0.38337383
